722242009	872158753008877569
27493883	3002029764
94350709	29447428
29447428	728273994
76721925	1387010761994682371
29447428	1387314750883831810
798953701972938752	102162577
29447428	1433489836162396166
29447428	1247295628780208132
1095523459877068800	194617157
1108565574	164178673
1238370241169616897	403796945
1096205507348623360	893479800
3453306553	1573800344
19241864	29447428
1094095877302611969	1387010761994682371
139109800	301352485
139109800	301352485
977204844	50189290
3453306553	1573800344
3453306553	1573800344
225779417	4196505444
926164634570067968	1113956399833333761
926164634570067968	73659965
34116377	1054893957652434944
254515782	1382912376597479427
3246790436	553990226
3453306553	1401861298233647106
1238949674989416449	2886781622
178580925	106123038
178580925	875495754537861121
178580925	1374439409047674888
178580925	897180245006180352
32871086	262472211
3288075858	124385632
307755781	202884181
58974496	32366648
723148184013279234	2608740770
32871086	897515348085190656
255369151	1128224212349382656
1108565574	1369160185315430402
467726691	21407616
1096205507348623360	848180033688612864
1096205507348623360	322643459
1108565574	524939820
65357102	91556413
3246790436	3336352766
29447428	36066931
29447428	728273994
1117704370630455296	267498657
30844417	976948534053343233
4292519659	977204844
1196590977932091392	3246790436
18831926	19617541
1278236816936710144	29447428
467726691	4541535439
95091601	828605443400282113
21525682	997519418492993537
1108565574	90107770
878284831	1344424632103956482
255812611	26262458
2227646515	2412307836
879147821915615233	746746178260205569
14157134	985146235039506432
86626845	1220034889879187456
14281853	1285594911803416583
3288075858	90107770
48624704	923839146077986821
48624704	1415515867857637380
48624704	962092001154940928
93419198	29447428
48624704	2412307836
3246790436	1307213540634230784
1080844782	880819093976170498
19739126	1921951394
19739126	1921951394
15801906	1352235653849870338
18831926	275104144
255812611	1438672537773395970
19084896	1307324263297413130
1094971056358637568	26973844
41438148	2264401871
342863309	96648433
254515782	982538772540567552
95091601	1213060990822076416
798953701972938752	493606253
798953701972938752	17290000
926164634570067968	738145794
926164634570067968	715617989656051712
72655429	29447428
21525682	997519418492993537
63942152	1314346745086709760
234694571	1363558112498749441
1073606435580325889	303324434
34247411	1403349748153819145
29447428	23747507
139109800	39130254
48624704	17939958
29447428	146243221
15480566	1475640014675628041
29447428	121732143
19739126	1921951394
15480566	866724171304194048
1108565574	800262170
1108565574	1448820035015770116
2768501	1448820035015770116
3453306553	90107770
2768501	1686874152
1080844782	1921951394
728273994	1278236816936710144
490002009	1351956895
1117704370630455296	813314931147816960
29447428	1474852997020758024
63942152	79688044
938494109844729856	2264401871
29447428	130065700
3303457302	789203988533026818
3303457302	45591393
3303457302	380105755
3288075858	18366690
1471037967926018051	1430989083740868608
878284831	17717593
1073606435580325889	875612784863531008
22187085	147649467
1237314642583658496	252793413
19739126	1033084441697153024
19739126	1033084441697153024
18831926	4917244678
18831926	17261279
728273994	29447428
728273994	29447428
4118285112	1305795361336770560
1098819491780153345	1290232189615894531
4118285112	720420236076277760
15801906	16966104
3453306553	90107770
14247236	120797984
86626845	480875170
63942152	446173045
32871086	356546958
2608740770	1456071062672736260
2227646515	1240937077258117120
2227646515	1362322526118969346
2809959174	893479800
2809959174	1355511416720076804
3453306553	1573800344
14157134	1070779320916996097
14281853	20451595
80040960	1387010761994682371
1080844782	43611815
1080844782	3265321562
76842602	1309762062
19739126	1921951394
1108565574	3270007519
1098819491780153345	267498657
1268223690480615424	919965874311782400
29447428	728273994
3131144855	79813585
1280478731874848769	940778288871542786
19739126	1921951394
35787166	922464867436593153
19739126	1921951394
145499533	29269689
1247612029	39143124
